% Column 0: Length, mm
% Column 1: |H|, Amp/m
0.00000000e+000	5.05997429e+003	
6.67111408e-002	5.11923757e+003	
1.33422282e-001	5.19827513e+003	
2.00133422e-001	5.29064850e+003	
2.66844563e-001	5.39426872e+003	
3.33555704e-001	5.49302518e+003	
4.00266845e-001	5.57831563e+003	
4.66977985e-001	5.63077140e+003	
5.33689126e-001	5.70580692e+003	
6.00400267e-001	5.80350198e+003	
6.67111408e-001	5.93318496e+003	
7.33822548e-001	6.04985889e+003	
8.00533689e-001	6.14341101e+003	
8.67244830e-001	6.20817375e+003	
9.33955971e-001	6.29197982e+003	
1.00066711e+000	6.39940468e+003	
1.06737825e+000	6.52709122e+003	
1.13408939e+000	6.64030907e+003	
1.20080053e+000	6.74728551e+003	
1.26751167e+000	6.85318156e+003	
1.33422282e+000	6.97314926e+003	
1.40093396e+000	7.10110133e+003	
1.46764510e+000	7.22015404e+003	
1.53435624e+000	7.30021702e+003	
1.60106738e+000	7.37475092e+003	
1.66777852e+000	7.46540022e+003	
1.73448966e+000	7.59183830e+003	
1.80120080e+000	7.71848268e+003	
1.86791194e+000	7.82554749e+003	
1.93462308e+000	7.90536803e+003	
2.00133422e+000	7.98378762e+003	
2.06804536e+000	8.07783492e+003	
2.13475650e+000	8.18599986e+003	
2.20146765e+000	8.27330297e+003	
2.26817879e+000	8.36393013e+003	
2.33488993e+000	8.45527672e+003	
2.40160107e+000	8.53520943e+003	
2.46831221e+000	8.61111507e+003	
2.53502335e+000	8.68499058e+003	
2.60173449e+000	8.75913332e+003	
2.66844563e+000	8.83659659e+003	
2.73515677e+000	8.91726129e+003	
2.80186791e+000	9.00307213e+003	
2.86857905e+000	9.09294248e+003	
2.93529019e+000	9.18293300e+003	
3.00200133e+000	9.27102045e+003	
3.06871247e+000	9.35075778e+003	
3.13542362e+000	9.42861283e+003	
3.20213476e+000	9.50507828e+003	
3.26884590e+000	9.58734275e+003	
3.33555704e+000	9.67039157e+003	
3.40226818e+000	9.75432342e+003	
3.46897932e+000	9.84150693e+003	
3.53569046e+000	9.92712370e+003	
3.60240160e+000	1.00104057e+004	
3.66911274e+000	1.00860725e+004	
3.73582388e+000	1.01734034e+004	
3.80253502e+000	1.02634167e+004	
3.86924616e+000	1.03453297e+004	
3.93595730e+000	1.04384504e+004	
4.00266845e+000	1.05257850e+004	
4.06937959e+000	1.05939464e+004	
4.13609073e+000	1.06700016e+004	
4.20280187e+000	1.07447775e+004	
4.26951301e+000	1.08157631e+004	
4.33622415e+000	1.08815924e+004	
4.40293529e+000	1.09599241e+004	
4.46964643e+000	1.10516582e+004	
4.53635757e+000	1.11391127e+004	
4.60306871e+000	1.12301823e+004	
4.66977985e+000	1.13224127e+004	
4.73649099e+000	1.14013733e+004	
4.80320213e+000	1.14690939e+004	
4.86991328e+000	1.15355881e+004	
4.93662442e+000	1.16222932e+004	
5.00333556e+000	1.17085216e+004	
5.07004670e+000	1.17863372e+004	
5.13675784e+000	1.18420559e+004	
5.20346898e+000	1.18940405e+004	
5.27018012e+000	1.19582122e+004	
5.33689126e+000	1.20457910e+004	
5.40360240e+000	1.21357276e+004	
5.47031354e+000	1.22214118e+004	
5.53702468e+000	1.23012796e+004	
5.60373582e+000	1.23813963e+004	
5.67044696e+000	1.24612184e+004	
5.73715811e+000	1.25395958e+004	
5.80386925e+000	1.26030944e+004	
5.87058039e+000	1.26678989e+004	
5.93729153e+000	1.27317396e+004	
6.00400267e+000	1.27863535e+004	
