% Column 0: Length, mm
% Column 1: |H|, Amp/m
0.00000000e+000	3.93144489e+005	
6.67111408e-002	3.86930626e+005	
1.33422282e-001	3.79419704e+005	
2.00133422e-001	3.71909782e+005	
2.66844563e-001	3.64573332e+005	
3.33555704e-001	3.58336724e+005	
4.00266845e-001	3.52100170e+005	
4.66977985e-001	3.46383715e+005	
5.33689126e-001	3.42606142e+005	
6.00400267e-001	3.38828855e+005	
6.67111408e-001	3.35051860e+005	
7.33822548e-001	3.31275164e+005	
8.00533689e-001	3.27498775e+005	
8.67244830e-001	3.23964757e+005	
9.33955971e-001	3.20856355e+005	
1.00066711e+000	3.17750107e+005	
1.06737825e+000	3.14646059e+005	
1.13408939e+000	3.11544257e+005	
1.20080053e+000	3.08444752e+005	
1.26751167e+000	3.05347592e+005	
1.33422282e+000	3.02252829e+005	
1.40093396e+000	2.99160517e+005	
1.46764510e+000	2.96070709e+005	
1.53435624e+000	2.92983461e+005	
1.60106738e+000	2.89898832e+005	
1.66777852e+000	2.87237799e+005	
1.73448966e+000	2.84788232e+005	
1.80120080e+000	2.82339889e+005	
1.86791194e+000	2.79892793e+005	
1.93462308e+000	2.77446966e+005	
2.00133422e+000	2.75002432e+005	
2.06804536e+000	2.72559216e+005	
2.13475650e+000	2.70117341e+005	
2.20146765e+000	2.67676833e+005	
2.26817879e+000	2.65237718e+005	
2.33488993e+000	2.62800023e+005	
2.40160107e+000	2.60363774e+005	
2.46831221e+000	2.57929000e+005	
2.53502335e+000	2.55495729e+005	
2.60173449e+000	2.53063991e+005	
2.66844563e+000	2.50633814e+005	
2.73515677e+000	2.48205232e+005	
2.80186791e+000	2.45778274e+005	
2.86857905e+000	2.43352973e+005	
2.93529019e+000	2.40929363e+005	
3.00200133e+000	2.38507478e+005	
3.06871247e+000	2.36087353e+005	
3.13542362e+000	2.33669023e+005	
3.20213476e+000	2.31528697e+005	
3.26884590e+000	2.30118437e+005	
3.33555704e+000	2.28708281e+005	
3.40226818e+000	2.27298231e+005	
3.46897932e+000	2.25888288e+005	
3.53569046e+000	2.24478453e+005	
3.60240160e+000	2.23068728e+005	
3.66911274e+000	2.21659114e+005	
3.73582388e+000	2.20249612e+005	
3.80253502e+000	2.18840224e+005	
3.86924616e+000	2.17430951e+005	
3.93595730e+000	2.16021795e+005	
4.00266845e+000	2.14612757e+005	
4.06937959e+000	2.13203838e+005	
4.13609073e+000	2.11795040e+005	
4.20280187e+000	2.10386365e+005	
4.26951301e+000	2.08977814e+005	
4.33622415e+000	2.07569389e+005	
4.40293529e+000	2.06161091e+005	
4.46964643e+000	2.04752923e+005	
4.53635757e+000	2.03344885e+005	
4.60306871e+000	2.01936979e+005	
4.66977985e+000	2.00529208e+005	
4.73649099e+000	1.99121572e+005	
4.80320213e+000	1.97714074e+005	
4.86991328e+000	1.96306716e+005	
4.93662442e+000	1.94899500e+005	
5.00333556e+000	1.93492426e+005	
5.07004670e+000	1.92085498e+005	
5.13675784e+000	1.90678717e+005	
5.20346898e+000	1.89272085e+005	
5.27018012e+000	1.87865605e+005	
5.33689126e+000	1.86459278e+005	
5.40360240e+000	1.85053106e+005	
